                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.4046,                 2.5659,                 1.0485,                0.01296,                0.20637,                0.01448,                0.00577,                 2.4084,                 3.5605,                 1.4343,             0.00045091,             0.00045091,             0.00045091
                     18,                 1.7047,                 1.6235,                 1.0169,                0.01296,                0.20637,                0.01448,                0.00577,                 2.4084,                 3.5605,                 1.4343,             0.00046438,             0.00046438,             0.00046438
                     19,                 1.8257,                   1.97,                0.98353,                0.01226,                0.19517,                0.01334,                0.00528,                  2.404,                 3.5558,                 1.4339,             0.00047626,             0.00047626,             0.00047626
                     20,                 2.2533,                 1.8273,                 1.1227,                0.01226,                0.19517,                0.01334,                0.00528,                  2.404,                 3.5558,                 1.4339,             0.00048656,             0.00048656,             0.00048656
                     21,                 2.3218,                 1.8041,                 1.0533,                0.00981,                0.15625,                0.01186,                0.00465,                 2.4297,                 3.5697,                 1.4725,             0.00049528,             0.00049528,             0.00049528
                     22,                  1.748,                 2.0384,                 1.0377,                0.00981,                0.15625,                0.01186,                0.00465,                 2.4297,                 3.5697,                 1.4725,             0.00050241,             0.00050241,             0.00050241
                     23,                 2.0232,                 1.8078,                 1.1599,                0.00956,                0.15212,                0.01143,                0.00511,                  2.399,                 3.5156,                 1.4576,             0.00050796,             0.00050796,             0.00050796
                     24,                 2.1653,                 1.4924,                  1.075,                0.00956,                0.15212,                0.01143,                0.00511,                  2.399,                 3.5156,                 1.4576,             0.00051192,             0.00051192,             0.00051192
                     25,                 2.1102,                 1.4276,                 1.0409,                0.01004,                0.15979,                0.01316,                0.00574,                 2.3495,                 3.4599,                 1.4524,              0.0005143,              0.0005143,              0.0005143
                     26,                 1.9979,                 1.6943,                 1.1585,                0.01004,                0.15979,                0.01316,                0.00574,                 2.3495,                 3.4599,                 1.4524,              0.0005151,              0.0005151,              0.0005151
                     27,                 1.9506,                 2.3142,                 1.3421,                0.01004,                0.15979,                0.01316,                0.00574,                 2.3495,                 3.4599,                 1.4524,             0.00051431,             0.00051431,             0.00051431
                     28,                 1.6918,                 1.9156,                  1.191,                0.00963,                 0.1533,                0.01254,                0.00524,                 2.3421,                 3.4309,                 1.4595,             0.00051194,             0.00051194,             0.00051194
                     29,                 2.2269,                 1.6247,                 1.1412,                0.00963,                 0.1533,                0.01254,                0.00524,                 2.3421,                 3.4309,                 1.4595,             0.00050798,             0.00050798,             0.00050798
                     30,                 2.4309,                 1.5409,                 1.1053,                 0.0093,                  0.148,                0.01445,                0.00605,                 2.3531,                 3.3893,                 1.4672,             0.00050244,             0.00050244,             0.00050244
                     31,                 2.2149,                 1.4798,                 1.1846,                 0.0093,                  0.148,                0.01445,                0.00605,                 2.3531,                 3.3893,                 1.4672,             0.00049532,             0.00049532,             0.00049532
                     32,                 1.8548,                 1.6311,                 1.1243,                 0.0093,                  0.148,                0.01445,                0.00605,                 2.3531,                 3.3893,                 1.4672,             0.00048661,             0.00048661,             0.00048661
                     33,                 2.0147,                 1.5066,                 1.0963,                0.00967,                0.14623,                0.01484,                0.00578,                 2.3774,                 3.3589,                 1.4776,             0.00047632,             0.00047632,             0.00047632
                     34,                 1.5812,                 1.5616,                 1.0496,                0.00967,                0.14623,                0.01484,                0.00578,                 2.3774,                 3.3589,                 1.4776,             0.00046444,             0.00046444,             0.00046444
                     35,                 1.8524,                 2.2662,                 1.3195,                0.00967,                0.14623,                0.01484,                0.00578,                 2.3774,                 3.3589,                 1.4776,             0.00045098,             0.00045098,             0.00045098
                     36,                 2.0434,                 1.6634,                 1.0682,                0.04667,                0.06486,                0.01705,                0.00648,                 2.3984,                 3.3153,                 1.4715,             0.00043594,             0.00043594,             0.00043594
                     37,                 1.9778,                 1.7658,                 1.1091,                0.04667,                0.06486,                0.01705,                0.00648,                 2.3984,                 3.3153,                 1.4715,             0.00041931,             0.00041931,             0.00041931
                     38,                 2.0388,                 2.6325,                 1.3547,                0.04667,                0.06486,                0.01705,                0.00648,                 2.3984,                 3.3153,                 1.4715,              0.0004011,              0.0004011,              0.0004011
                     39,                 1.8508,                  1.496,                 1.1262,                0.11709,                0.02948,                0.01631,                0.00755,                 2.4203,                 3.2689,                 1.4897,              0.0003813,              0.0003813,              0.0003813
                     40,                 2.2525,                 1.5343,                  1.173,                0.11709,                0.02948,                0.01631,                0.00755,                 2.4203,                 3.2689,                 1.4897,             0.00035992,             0.00035992,             0.00035992
                     41,                 1.6727,                 1.8605,                 1.0529,                0.11709,                0.02948,                0.01631,                0.00755,                 2.4203,                 3.2689,                 1.4897,             0.00033696,             0.00033696,             0.00033696
                     42,                  1.978,                 2.0978,                 1.1555,                0.13232,                0.02241,                0.01468,                0.00589,                  2.432,                 3.2746,                 1.5328,             0.00031241,             0.00031241,             0.00031241
                     43,                 1.7008,                 1.9569,                 1.1818,                0.13232,                0.02241,                0.01468,                0.00589,                  2.432,                 3.2746,                 1.5328,             0.00028628,             0.00028628,             0.00028628
                     44,                 1.8783,                 2.0116,                 1.3151,                0.13232,                0.02241,                0.01468,                0.00589,                  2.432,                 3.2746,                 1.5328,             0.00025856,             0.00025856,             0.00025856
                     45,                 2.1492,                 2.9156,                 1.1875,                0.13232,                0.02241,                0.01468,                0.00589,                  2.432,                 3.2746,                 1.5328,             0.00022926,             0.00022926,             0.00022926
                     46,                  1.468,                 1.7784,                 1.0223,                 0.1525,                0.02535,                0.01671,                0.00651,                 2.4442,                 3.2388,                 1.5618,             0.00019838,             0.00019838,             0.00019838
                     47,                  1.703,                 1.5775,                0.98397,                 0.1525,                0.02535,                0.01671,                0.00651,                 2.4442,                 3.2388,                 1.5618,             0.00016591,             0.00016591,             0.00016591
                     48,                 1.5815,                 1.9635,                 1.1165,                 0.1525,                0.02535,                0.01671,                0.00651,                 2.4442,                 3.2388,                 1.5618,             0.00013186,             0.00013186,             0.00013186
                     49,                 2.0305,                 2.2003,                 1.7618,                 0.1525,                0.02535,                0.01671,                0.00651,                 2.4442,                 3.2388,                 1.5618,             9.6224e-05,             9.6224e-05,             9.6224e-05
                     50,                 1.7336,                  1.761,                0.99075,                0.16758,                0.03361,                0.01816,                0.00733,                 2.4519,                 3.1938,                 1.5724,             5.9004e-05,             5.9004e-05,             5.9004e-05
